origen,origen_lat,origen_lon,destino,destino_lat,destino_lon,poblacion_total
05 Coahuila de Zaragoza,27.302222,-102.044722,15 Guanajuato,21.018889,-101.262778,6854
08 Chihuahua,28.814167,-106.439444,39 Zacatecas,23.292778,-102.700556,6806
45 MÃ©xico,19.354167,-99.630833,32 Nayarit,21.743889,-105.228333,6787
28 Tamaulipas,24.287222,-98.563333,39 Hidalgo,20.478333,-98.863611,6748
47 Morelos,18.7475,-99.070278,39 Quintana Roo,19.6,-87.916667,6696
32 Zacatecas,23.292778,-102.700556,56 Sonora,29.646111,-110.868889,6654
02 Baja California,29.95,-115.116667,12 Guanajuato,21.018889,-101.262778,6586
50 Oaxaca,16.898056,-96.414167,50 YucatÃ¡n,20.833333,-89,6464
41 Guanajuato,21.018889,-101.262778,27 Morelos,18.7475,-99.070278,6419
01 Aguascalientes,21.880833,-102.296111,02 Baja California,29.95,-115.116667,6389
53 Quintana Roo,19.6,-87.916667,52 Veracruz de Ignacio de la Llave,19.434722,-96.383056,6370
25 Sinaloa,25.002778,-107.502778,34 Guanajuato,21.018889,-101.262778,6369
59 Tlaxcala,19.428889,-98.160833,58 Veracruz de Ignacio de la Llave,19.434722,-96.383056,6367
22 QuerÃ©taro,20.591,-100.391,36 MichoacÃ¡n de Ocampo,19.168611,-101.899722,6356
53 Quintana Roo,19.6,-87.916667,49 Tabasco,17.972222,-92.588889,6301
02 Baja California,29.95,-115.116667,31 Veracruz de Ignacio de la Llave,19.434722,-96.383056,6254
07 Chiapas,16.41,-92.408611,17 Guanajuato,21.018889,-101.262778,6199
19 Nuevo LeÃ³n,25.566667,-99.970556,28 Guanajuato,21.018889,-101.262778,6180
27 Tabasco,17.972222,-92.588889,39 Jalisco,20.566667,-103.676389,6155
28 Tamaulipas,24.287222,-98.563333,28 Baja California,29.95,-115.116667,6135
31 YucatÃ¡n,20.833333,-89,44 MÃ©xico,19.354167,-99.630833,6102
51 Puebla,19.003611,-97.888333,46 Sonora,29.646111,-110.868889,6040
08 Chihuahua,28.814167,-106.439444,18 Guanajuato,21.018889,-101.262778,5999
18 Nayarit,21.743889,-105.228333,19 Baja California Sur,25.846111,-111.972778,5994
49 Nuevo LeÃ³n,25.566667,-99.970556,40 QuerÃ©taro,20.591,-100.391,5967
46 MichoacÃ¡n de Ocampo,19.168611,-101.899722,39 San Luis PotosÃ­,22.603333,-100.429722,5946
02 Baja California,29.95,-115.116667,21 Oaxaca,16.898056,-96.414167,5881
15 México,19.354167,-99.630833,19 Colima,19.096667,-103.960833,5833
47 Morelos,18.7475,-99.070278,46 Veracruz de Ignacio de la Llave,19.434722,-96.383056,5782
16 Michoacán de Ocampo,19.168611,-101.899722,19 Coahuila de Zaragoza,27.302222,-102.044722,5730
05 Coahuila de Zaragoza,27.302222,-102.044722,26 QuerÃ©taro,20.591,-100.391,5722
27 Tabasco,17.972222,-92.588889,33 Chihuahua,28.814167,-106.439444,5699
01 Aguascalientes,21.880833,-102.296111,19 Nuevo LeÃ³n,25.566667,-99.970556,5689
32 Zacatecas,23.292778,-102.700556,55 Sinaloa,25.002778,-107.502778,5639
28 Tamaulipas,24.287222,-98.563333,47 Puebla,19.003611,-97.888333,5609
20 Oaxaca,16.898056,-96.414167,22 Campeche,18.836389,-90.403333,5583
51 Puebla,19.003611,-97.888333,44 San Luis PotosÃ­,22.603333,-100.429722,5575
41 Guanajuato,21.018889,-101.262778,28 Nayarit,21.743889,-105.228333,5480
27 Tabasco,17.972222,-92.588889,30 Coahuila de Zaragoza,27.302222,-102.044722,5475
28 Tamaulipas,24.287222,-98.563333,53 Tabasco,17.972222,-92.588889,5444
28 Tamaulipas,24.287222,-98.563333,34 Chihuahua,28.814167,-106.439444,5393
17 Morelos,18.7475,-99.070278,26 Guanajuato,21.018889,-101.262778,5391
19 Nuevo León,25.566667,-99.970556,19 Baja California,29.95,-115.116667,5378
12 Guerrero,17.613056,-99.95,15 Coahuila de Zaragoza,27.302222,-102.044722,5359
30 Veracruz de Ignacio de la Llave,19.434722,-96.383056,34 Colima,19.096667,-103.960833,5343
25 Sinaloa,25.002778,-107.502778,45 QuerÃ©taro,20.591,-100.391,5275
08 Chihuahua,28.814167,-106.439444,29 QuerÃ©taro,20.591,-100.391,5239
07 Chiapas,16.41,-92.408611,19 Hidalgo,20.478333,-98.863611,5235
29 Tlaxcala,19.428889,-98.160833,29 Baja California,29.95,-115.116667,5187
51 Puebla,19.003611,-97.888333,51 YucatÃ¡n,20.833333,-89,5172
45 MÃ©xico,19.354167,-99.630833,41 Tabasco,17.972222,-92.588889,5155
21 Puebla,19.003611,-97.888333,24 Coahuila de Zaragoza,27.302222,-102.044722,5136
02 Baja California,29.95,-115.116667,8 Chiapas,16.41,-92.408611,5135
14 Jalisco,20.566667,-103.676389,22 Durango,24.934722,-104.911944,5129
07 Chiapas,16.41,-92.408611,23 Morelos,18.7475,-99.070278,5118
43 Hidalgo,20.478333,-98.863611,28 MichoacÃ¡n de Ocampo,19.168611,-101.899722,5115
44 Jalisco,20.566667,-103.676389,30 Morelos,18.7475,-99.070278,5078
50 Oaxaca,16.898056,-96.414167,48 Tlaxcala,19.428889,-98.160833,5068
43 Hidalgo,20.478333,-98.863611,35 Quintana Roo,19.6,-87.916667,5064
18 Nayarit,21.743889,-105.228333,31 MÃ©xico,19.354167,-99.630833,5051
49 Nuevo LeÃ³n,25.566667,-99.970556,50 Zacatecas,23.292778,-102.700556,5048
30 Veracruz de Ignacio de la Llave,19.434722,-96.383056,46 Nayarit,21.743889,-105.228333,5022
07 Chiapas,16.41,-92.408611,11 Colima,19.096667,-103.960833,5010
12 Guerrero,17.613056,-99.95,17 Chiapas,16.41,-92.408611,4992
41 Guanajuato,21.018889,-101.262778,33 Quintana Roo,19.6,-87.916667,4990
01 Aguascalientes,21.880833,-102.296111,08 Chihuahua,28.814167,-106.439444,4958
26 Sonora,29.646111,-110.868889,42 Nayarit,21.743889,-105.228333,4931
31 YucatÃ¡n,20.833333,-89,59 Veracruz de Ignacio de la Llave,19.434722,-96.383056,4903
01 Aguascalientes,21.880833,-102.296111,24 San Luis PotosÃ­,22.603333,-100.429722,4882
10 Durango,24.934722,-104.911944,9 Aguascalientes,21.880833,-102.296111,4860
05 Coahuila de Zaragoza,27.302222,-102.044722,34 Veracruz de Ignacio de la Llave,19.434722,-96.383056,4800
07 Chiapas,16.41,-92.408611,31 Sinaloa,25.002778,-107.502778,4796
40 Durango,24.934722,-104.911944,27 Nayarit,21.743889,-105.228333,4776
47 Morelos,18.7475,-99.070278,35 Nuevo LeÃ³n,25.566667,-99.970556,4774
55 Sinaloa,25.002778,-107.502778,54 Veracruz de Ignacio de la Llave,19.434722,-96.383056,4766
05 Coahuila de Zaragoza,27.302222,-102.044722,30 Sonora,29.646111,-110.868889,4745
14 Jalisco,20.566667,-103.676389,24 Guerrero,17.613056,-99.95,4731
40 Durango,24.934722,-104.911944,20 Guanajuato,21.018889,-101.262778,4693
08 Chihuahua,28.814167,-106.439444,35 Tamaulipas,24.287222,-98.563333,4665
31 YucatÃ¡n,20.833333,-89,56 Tabasco,17.972222,-92.588889,4657
24 San Luis Potosí,22.603333,-100.429722,30 Chihuahua,28.814167,-106.439444,4650
05 Coahuila de Zaragoza,27.302222,-102.044722,4 Aguascalientes,21.880833,-102.296111,4647
25 Sinaloa,25.002778,-107.502778,39 MichoacÃ¡n de Ocampo,19.168611,-101.899722,4645
46 MichoacÃ¡n de Ocampo,19.168611,-101.899722,35 Oaxaca,16.898056,-96.414167,4586
28 Tamaulipas,24.287222,-98.563333,49 Quintana Roo,19.6,-87.916667,4573
02 Baja California,29.95,-115.116667,20 Nuevo LeÃ³n,25.566667,-99.970556,4571
42 Guerrero,17.613056,-99.95,35 San Luis PotosÃ­,22.603333,-100.429722,4570
40 Durango,24.934722,-104.911944,31 QuerÃ©taro,20.591,-100.391,4550
15 MÃ©xico,19.354167,-99.630833,23 Durango,24.934722,-104.911944,4537
08 Chihuahua,28.814167,-106.439444,7 Aguascalientes,21.880833,-102.296111,4523
02 Baja California,29.95,-115.116667,9 Chihuahua,28.814167,-106.439444,4512
49 Nuevo LeÃ³n,25.566667,-99.970556,41 Quintana Roo,19.6,-87.916667,4447
27 Tabasco,17.972222,-92.588889,47 QuerÃ©taro,20.591,-100.391,4310
23 Quintana Roo,19.6,-87.916667,28 Chiapas,16.41,-92.408611,4305
19 Nuevo LeÃ³n,25.566667,-99.970556,30 Hidalgo,20.478333,-98.863611,4303
44 Jalisco,20.566667,-103.676389,44 YucatÃ¡n,20.833333,-89,4285
25 Sinaloa,25.002778,-107.502778,28 Coahuila de Zaragoza,27.302222,-102.044722,4221
26 Sonora,29.646111,-110.868889,35 Guanajuato,21.018889,-101.262778,4202
17 Morelos,18.7475,-99.070278,28 Hidalgo,20.478333,-98.863611,4180
11 Guanajuato,21.018889,-101.262778,15 Colima,19.096667,-103.960833,4166
19 Nuevo LeÃ³n,25.566667,-99.970556,27 Durango,24.934722,-104.911944,4158
02 Baja California,29.95,-115.116667,22 Puebla,19.003611,-97.888333,4143
29 Tlaxcala,19.428889,-98.160833,49 QuerÃ©taro,20.591,-100.391,4127
21 Puebla,19.003611,-97.888333,20 Aguascalientes,21.880833,-102.296111,4115
22 Querétaro,20.591,-100.391,22 Baja California,29.95,-115.116667,4103
03 Baja California Sur,25.846111,-111.972778,27 Sinaloa,25.002778,-107.502778,4088
18 Nayarit,21.743889,-105.228333,Ciudad de MÃ©xico,19.419444,-99.145556,4085
17 Morelos,18.7475,-99.070278,31 MichoacÃ¡n de Ocampo,19.168611,-101.899722,4035
02 Baja California,29.95,-115.116667,13 Guerrero,17.613056,-99.95,4021
41 Guanajuato,21.018889,-101.262778,42 Zacatecas,23.292778,-102.700556,4021
27 Tabasco,17.972222,-92.588889,45 Oaxaca,16.898056,-96.414167,4007
51 Puebla,19.003611,-97.888333,45 Sinaloa,25.002778,-107.502778,4000
02 Baja California,29.95,-115.116667,11 Durango,24.934722,-104.911944,3990
50 Oaxaca,16.898056,-96.414167,43 San Luis PotosÃ­,22.603333,-100.429722,3923
44 Jalisco,20.566667,-103.676389,33 Oaxaca,16.898056,-96.414167,3922
18 Nayarit,21.743889,-105.228333,32 MichoacÃ¡n de Ocampo,19.168611,-101.899722,3886
28 Tamaulipas,24.287222,-98.563333,30 Campeche,18.836389,-90.403333,3882
30 Veracruz de Ignacio de la Llave,19.434722,-96.383056,38 Durango,24.934722,-104.911944,3865
08 Chihuahua,28.814167,-106.439444,9 Baja California Sur,25.846111,-111.972778,3834
32 Zacatecas,23.292778,-102.700556,52 QuerÃ©taro,20.591,-100.391,3806
28 Tamaulipas,24.287222,-98.563333,42 MichoacÃ¡n de Ocampo,19.168611,-101.899722,3804
05 Coahuila de Zaragoza,27.302222,-102.044722,29 Sinaloa,25.002778,-107.502778,3782
24 San Luis PotosÃ­,22.603333,-100.429722,43 Puebla,19.003611,-97.888333,3776
16 Michoacán de Ocampo,19.168611,-101.899722,18 Campeche,18.836389,-90.403333,3754
20 Oaxaca,16.898056,-96.414167,24 Colima,19.096667,-103.960833,3748
13 Hidalgo,20.478333,-98.863611,19 Chihuahua,28.814167,-106.439444,3736
21 Puebla,19.003611,-97.888333,23 Campeche,18.836389,-90.403333,3684
20 Oaxaca,16.898056,-96.414167,36 Nayarit,21.743889,-105.228333,3651
13 Hidalgo,20.478333,-98.863611,16 Coahuila de Zaragoza,27.302222,-102.044722,3588
18 Nayarit,21.743889,-105.228333,27 Guanajuato,21.018889,-101.262778,3548
14 Jalisco,20.566667,-103.676389,19 Chiapas,16.41,-92.408611,3544
23 Quintana Roo,19.6,-87.916667,36 MÃ©xico,19.354167,-99.630833,3527
28 Tamaulipas,24.287222,-98.563333,27 Aguascalientes,21.880833,-102.296111,3514
29 Tlaxcala,19.428889,-98.160833,41 Jalisco,20.566667,-103.676389,3483
23 Quintana Roo,19.6,-87.916667,Ciudad de MÃ©xico,19.419444,-99.145556,3467
04 Campeche,18.836389,-90.403333,Ciudad de MÃ©xico,19.419444,-99.145556,3432
25 Sinaloa,25.002778,-107.502778,35 Guerrero,17.613056,-99.95,3402
04 Campeche,18.836389,-90.403333,18 MÃ©xico,19.354167,-99.630833,3388
47 Morelos,18.7475,-99.070278,36 Oaxaca,16.898056,-96.414167,3378
54 Tamaulipas,24.287222,-98.563333,58 YucatÃ¡n,20.833333,-89,3366
13 Hidalgo,20.478333,-98.863611,12 Aguascalientes,21.880833,-102.296111,3331
49 Nuevo LeÃ³n,25.566667,-99.970556,39 Puebla,19.003611,-97.888333,3319
02 Baja California,29.95,-115.116667,7 Colima,19.096667,-103.960833,3292
15 México,19.354167,-99.630833,17 Campeche,18.836389,-90.403333,3284
42 Guerrero,17.613056,-99.95,42 YucatÃ¡n,20.833333,-89,3258
16 Michoacán de Ocampo,19.168611,-101.899722,21 Chiapas,16.41,-92.408611,3251
52 QuerÃ©taro,20.591,-100.391,51 Veracruz de Ignacio de la Llave,19.434722,-96.383056,3241
55 Sinaloa,25.002778,-107.502778,52 Tamaulipas,24.287222,-98.563333,3238
24 San Luis PotosÃ­,22.603333,-100.429722,38 MichoacÃ¡n de Ocampo,19.168611,-101.899722,3234
25 Sinaloa,25.002778,-107.502778,44 Puebla,19.003611,-97.888333,3231
19 Nuevo LeÃ³n,25.566667,-99.970556,18 Aguascalientes,21.880833,-102.296111,3229
43 Hidalgo,20.478333,-98.863611,32 Oaxaca,16.898056,-96.414167,3221
40 Durango,24.934722,-104.911944,32 Quintana Roo,19.6,-87.916667,3208
05 Coahuila de Zaragoza,27.302222,-102.044722,27 Quintana Roo,19.6,-87.916667,3187
06 Colima,19.096667,-103.960833,Ciudad de MÃ©xico,19.419444,-99.145556,3170
26 Sonora,29.646111,-110.868889,46 QuerÃ©taro,20.591,-100.391,3169
03 Baja California Sur,25.846111,-111.972778,16 Jalisco,20.566667,-103.676389,3168
08 Chihuahua,28.814167,-106.439444,28 Puebla,19.003611,-97.888333,3129
12 Guerrero,17.613056,-99.95,11 Aguascalientes,21.880833,-102.296111,3127
08 Chihuahua,28.814167,-106.439444,30 Quintana Roo,19.6,-87.916667,3096
08 Chihuahua,28.814167,-106.439444,31 San Luis PotosÃ­,22.603333,-100.429722,3054
28 Tamaulipas,24.287222,-98.563333,36 Durango,24.934722,-104.911944,3048
07 Chiapas,16.41,-92.408611,18 Guerrero,17.613056,-99.95,3047
56 Sonora,29.646111,-110.868889,55 Veracruz de Ignacio de la Llave,19.434722,-96.383056,3046
26 Sonora,29.646111,-110.868889,29 Coahuila de Zaragoza,27.302222,-102.044722,3045
06 Colima,19.096667,-103.960833,20 MÃ©xico,19.354167,-99.630833,3042
03 Baja California Sur,25.846111,-111.972778,28 Sonora,29.646111,-110.868889,3030
25 Sinaloa,25.002778,-107.502778,46 Quintana Roo,19.6,-87.916667,3028
25 Sinaloa,25.002778,-107.502778,29 Colima,19.096667,-103.960833,3019
34 Campeche,18.836389,-90.403333,10 Chiapas,16.41,-92.408611,3015
60 Veracruz de Ignacio de la Llave,19.434722,-96.383056,61 Zacatecas,23.292778,-102.700556,2979
49 Nuevo LeÃ³n,25.566667,-99.970556,49 YucatÃ¡n,20.833333,-89,2969
42 Guerrero,17.613056,-99.95,40 Tlaxcala,19.428889,-98.160833,2956
29 Tlaxcala,19.428889,-98.160833,38 Guanajuato,21.018889,-101.262778,2937
26 Sonora,29.646111,-110.868889,40 MichoacÃ¡n de Ocampo,19.168611,-101.899722,2930
46 MichoacÃ¡n de Ocampo,19.168611,-101.899722,46 YucatÃ¡n,20.833333,-89,2930
40 Durango,24.934722,-104.911944,33 San Luis PotosÃ­,22.603333,-100.429722,2911
29 Tlaxcala,19.428889,-98.160833,50 Quintana Roo,19.6,-87.916667,2904
54 San Luis PotosÃ­,22.603333,-100.429722,49 Sonora,29.646111,-110.868889,2902
22 QuerÃ©taro,20.591,-100.391,41 Puebla,19.003611,-97.888333,2898
20 Oaxaca,16.898056,-96.414167,19 Aguascalientes,21.880833,-102.296111,2870
25 Sinaloa,25.002778,-107.502778,43 Oaxaca,16.898056,-96.414167,2862
06 Colima,19.096667,-103.960833,23 Nayarit,21.743889,-105.228333,2836
01 Aguascalientes,21.880833,-102.296111,22 QuerÃ©taro,20.591,-100.391,2803
05 Coahuila de Zaragoza,27.302222,-102.044722,6 Baja California Sur,25.846111,-111.972778,2800
05 Coahuila de Zaragoza,27.302222,-102.044722,25 Puebla,19.003611,-97.888333,2795
28 Tamaulipas,24.287222,-98.563333,46 Oaxaca,16.898056,-96.414167,2781
08 Chihuahua,28.814167,-106.439444,27 Oaxaca,16.898056,-96.414167,2751
02 Baja California,29.95,-115.116667,23 QuerÃ©taro,20.591,-100.391,2739
01 Aguascalientes,21.880833,-102.296111,05 Coahuila de Zaragoza,27.302222,-102.044722,2730
27 Tabasco,17.972222,-92.588889,36 Guanajuato,21.018889,-101.262778,2720
18 Nayarit,21.743889,-105.228333,22 Colima,19.096667,-103.960833,2719
29 Tlaxcala,19.428889,-98.160833,44 Morelos,18.7475,-99.070278,2712
21 Puebla,19.003611,-97.888333,37 Nayarit,21.743889,-105.228333,2697
17 Morelos,18.7475,-99.070278,18 Baja California Sur,25.846111,-111.972778,2683
11 Guanajuato,21.018889,-101.262778,19 Durango,24.934722,-104.911944,2666
04 Campeche,18.836389,-90.403333,31 Tamaulipas,24.287222,-98.563333,2636
49 Nuevo LeÃ³n,25.566667,-99.970556,44 Sonora,29.646111,-110.868889,2622
13 Hidalgo,20.478333,-98.863611,23 Guerrero,17.613056,-99.95,2615
28 Tamaulipas,24.287222,-98.563333,33 Chiapas,16.41,-92.408611,2600
41 Guanajuato,21.018889,-101.262778,22 Guerrero,17.613056,-99.95,2590
18 Nayarit,21.743889,-105.228333,26 Durango,24.934722,-104.911944,2589
46 MichoacÃ¡n de Ocampo,19.168611,-101.899722,42 Tabasco,17.972222,-92.588889,2570
01 Aguascalientes,21.880833,-102.296111,28 Tamaulipas,24.287222,-98.563333,2558
46 MichoacÃ¡n de Ocampo,19.168611,-101.899722,47 Zacatecas,23.292778,-102.700556,2557
54 San Luis PotosÃ­,22.603333,-100.429722,48 Sinaloa,25.002778,-107.502778,2551
25 Sinaloa,25.002778,-107.502778,24 Aguascalientes,21.880833,-102.296111,2535
28 Tamaulipas,24.287222,-98.563333,52 Sonora,29.646111,-110.868889,2532
32 Zacatecas,23.292778,-102.700556,33 Baja California Sur,25.846111,-111.972778,2488
24 San Luis PotosÃ­,22.603333,-100.429722,45 Quintana Roo,19.6,-87.916667,2469
40 Durango,24.934722,-104.911944,39 Veracruz de Ignacio de la Llave,19.434722,-96.383056,2466
46 MichoacÃ¡n de Ocampo,19.168611,-101.899722,44 Tlaxcala,19.428889,-98.160833,2447
47 Morelos,18.7475,-99.070278,44 Tamaulipas,24.287222,-98.563333,2420
07 Chiapas,16.41,-92.408611,35 Tlaxcala,19.428889,-98.160833,2408
24 San Luis PotosÃ­,22.603333,-100.429722,39 Morelos,18.7475,-99.070278,2382
32 Zacatecas,23.292778,-102.700556,46 MichoacÃ¡n de Ocampo,19.168611,-101.899722,2381
41 Guanajuato,21.018889,-101.262778,30 Oaxaca,16.898056,-96.414167,2372
29 Tlaxcala,19.428889,-98.160833,46 Nuevo LeÃ³n,25.566667,-99.970556,2370
05 Coahuila de Zaragoza,27.302222,-102.044722,20 MichoacÃ¡n de Ocampo,19.168611,-101.899722,2360
27 Tabasco,17.972222,-92.588889,38 Hidalgo,20.478333,-98.863611,2332
02 Baja California,29.95,-115.116667,14 Hidalgo,20.478333,-98.863611,2331
18 Nayarit,21.743889,-105.228333,24 Chihuahua,28.814167,-106.439444,2325
42 Guerrero,17.613056,-99.95,38 Tabasco,17.972222,-92.588889,2318
16 MichoacÃ¡n de Ocampo,19.168611,-101.899722,24 Durango,24.934722,-104.911944,2317
08 Chihuahua,28.814167,-106.439444,23 MichoacÃ¡n de Ocampo,19.168611,-101.899722,2302
12 Guerrero,17.613056,-99.95,14 Campeche,18.836389,-90.403333,2287
13 Hidalgo,20.478333,-98.863611,14 Baja California Sur,25.846111,-111.972778,2283
48 Nayarit,21.743889,-105.228333,36 Nuevo LeÃ³n,25.566667,-99.970556,2238
26 Sonora,29.646111,-110.868889,34 Durango,24.934722,-104.911944,2232
54 Tamaulipas,24.287222,-98.563333,59 Zacatecas,23.292778,-102.700556,2225
25 Sinaloa,25.002778,-107.502778,47 San Luis PotosÃ­,22.603333,-100.429722,2215
07 Chiapas,16.41,-92.408611,30 San Luis PotosÃ­,22.603333,-100.429722,2207
31 YucatÃ¡n,20.833333,-89,43 Jalisco,20.566667,-103.676389,2197
41 Guanajuato,21.018889,-101.262778,41 YucatÃ¡n,20.833333,-89,2196
43 Hidalgo,20.478333,-98.863611,38 Sonora,29.646111,-110.868889,2191
49 Nuevo LeÃ³n,25.566667,-99.970556,43 Sinaloa,25.002778,-107.502778,2174
40 Durango,24.934722,-104.911944,25 MichoacÃ¡n de Ocampo,19.168611,-101.899722,2166
28 Tamaulipas,24.287222,-98.563333,51 Sinaloa,25.002778,-107.502778,2162
28 Tamaulipas,24.287222,-98.563333,43 Morelos,18.7475,-99.070278,2160
08 Chihuahua,28.814167,-106.439444,20 Hidalgo,20.478333,-98.863611,2139
26 Sonora,29.646111,-110.868889,45 Puebla,19.003611,-97.888333,2112
47 Morelos,18.7475,-99.070278,42 Sonora,29.646111,-110.868889,2103
02 Baja California,29.95,-115.116667,01 Aguascalientes,21.880833,-102.296111,2094
04 Campeche,18.836389,-90.403333,22 Nuevo LeÃ³n,25.566667,-99.970556,2089
56 Sonora,29.646111,-110.868889,53 Tamaulipas,24.287222,-98.563333,2089
48 Nayarit,21.743889,-105.228333,49 Zacatecas,23.292778,-102.700556,2087
31 YucatÃ¡n,20.833333,-89,48 Nuevo LeÃ³n,25.566667,-99.970556,2082
17 Morelos,18.7475,-99.070278,23 Chihuahua,28.814167,-106.439444,2065
27 Tabasco,17.972222,-92.588889,41 MichoacÃ¡n de Ocampo,19.168611,-101.899722,2064
17 Morelos,18.7475,-99.070278,16 Aguascalientes,21.880833,-102.296111,2062
24 San Luis PotosÃ­,22.603333,-100.429722,32 Durango,24.934722,-104.911944,2048
44 Jalisco,20.566667,-103.676389,40 Tabasco,17.972222,-92.588889,2041
02 Baja California,29.95,-115.116667,6 Coahuila de Zaragoza,27.302222,-102.044722,2039
06 Colima,19.096667,-103.960833,30 Sinaloa,25.002778,-107.502778,2018
02 Baja California,29.95,-115.116667,18 Morelos,18.7475,-99.070278,2012
02 Baja California,29.95,-115.116667,24 Quintana Roo,19.6,-87.916667,2011
32 Zacatecas,23.292778,-102.700556,60 Veracruz de Ignacio de la Llave,19.434722,-96.383056,2009
48 Nayarit,21.743889,-105.228333,39 QuerÃ©taro,20.591,-100.391,2001
27 Tabasco,17.972222,-92.588889,51 Sonora,29.646111,-110.868889,1997
06 Colima,19.096667,-103.960833,16 Guanajuato,21.018889,-101.262778,1994
02 Baja California,29.95,-115.116667,33 Zacatecas,23.292778,-102.700556,1994
55 Sinaloa,25.002778,-107.502778,56 Zacatecas,23.292778,-102.700556,1990
43 Hidalgo,20.478333,-98.863611,37 Sinaloa,25.002778,-107.502778,1989
17 Morelos,18.7475,-99.070278,20 Coahuila de Zaragoza,27.302222,-102.044722,1976
47 Morelos,18.7475,-99.070278,47 YucatÃ¡n,20.833333,-89,1946
19 Nuevo LeÃ³n,25.566667,-99.970556,33 MichoacÃ¡n de Ocampo,19.168611,-101.899722,1934
25 Sinaloa,25.002778,-107.502778,36 Hidalgo,20.478333,-98.863611,1929
32 Zacatecas,23.292778,-102.700556,43 Hidalgo,20.478333,-98.863611,1924
31 Yucatán,20.833333,-89,31 Baja California,29.95,-115.116667,1910
22 Querétaro,20.591,-100.391,25 Coahuila de Zaragoza,27.302222,-102.044722,1900
08 Chihuahua,28.814167,-106.439444,10 Campeche,18.836389,-90.403333,1888
31 Yucatán,20.833333,-89,36 Chiapas,16.41,-92.408611,1887
26 Sonora,29.646111,-110.868889,44 Oaxaca,16.898056,-96.414167,1878
21 Puebla,19.003611,-97.888333,25 Colima,19.096667,-103.960833,1871
25 Sinaloa,25.002778,-107.502778,40 Morelos,18.7475,-99.070278,1871
41 Guanajuato,21.018889,-101.262778,39 Tlaxcala,19.428889,-98.160833,1857
08 Chihuahua,28.814167,-106.439444,13 Chiapas,16.41,-92.408611,1851
22 QuerÃ©taro,20.591,-100.391,37 Morelos,18.7475,-99.070278,1846
26 Sonora,29.646111,-110.868889,48 San Luis PotosÃ­,22.603333,-100.429722,1835
21 Puebla,19.003611,-97.888333,29 Durango,24.934722,-104.911944,1829
23 Quintana Roo,19.6,-87.916667,35 Jalisco,20.566667,-103.676389,1820
06 Colima,19.096667,-103.960833,31 Sonora,29.646111,-110.868889,1809
08 Chihuahua,28.814167,-106.439444,25 Nayarit,21.743889,-105.228333,1800
51 Puebla,19.003611,-97.888333,52 Zacatecas,23.292778,-102.700556,1790
18 Nayarit,21.743889,-105.228333,17 Aguascalientes,21.880833,-102.296111,1788
31 YucatÃ¡n,20.833333,-89,50 Puebla,19.003611,-97.888333,1786
23 Quintana Roo,19.6,-87.916667,42 Puebla,19.003611,-97.888333,1784
44 Jalisco,20.566667,-103.676389,42 Tlaxcala,19.428889,-98.160833,1783
49 Nuevo LeÃ³n,25.566667,-99.970556,38 Oaxaca,16.898056,-96.414167,1780
05 Coahuila de Zaragoza,27.302222,-102.044722,17 Hidalgo,20.478333,-98.863611,1767
11 Guanajuato,21.018889,-101.262778,13 Campeche,18.836389,-90.403333,1762
22 QuerÃ©taro,20.591,-100.391,21 Aguascalientes,21.880833,-102.296111,1755
25 Sinaloa,25.002778,-107.502778,30 Chiapas,16.41,-92.408611,1751
47 Morelos,18.7475,-99.070278,40 San Luis PotosÃ­,22.603333,-100.429722,1746
52 QuerÃ©taro,20.591,-100.391,44 Quintana Roo,19.6,-87.916667,1739
12 Guerrero,17.613056,-99.95,20 Durango,24.934722,-104.911944,1736
43 Hidalgo,20.478333,-98.863611,43 YucatÃ¡n,20.833333,-89,1732
07 Chiapas,16.41,-92.408611,6 Aguascalientes,21.880833,-102.296111,1731
13 Hidalgo,20.478333,-98.863611,18 Chiapas,16.41,-92.408611,1717
47 Morelos,18.7475,-99.070278,45 Tlaxcala,19.428889,-98.160833,1715
27 Tabasco,17.972222,-92.588889,42 Morelos,18.7475,-99.070278,1696
03 Baja California Sur,25.846111,-111.972778,14 Guerrero,17.613056,-99.95,1695
06 Colima,19.096667,-103.960833,24 Nuevo LeÃ³n,25.566667,-99.970556,1685
23 Quintana Roo,19.6,-87.916667,40 Nuevo LeÃ³n,25.566667,-99.970556,1680
32 Zacatecas,23.292778,-102.700556,36 Colima,19.096667,-103.960833,1660
40 Durango,24.934722,-104.911944,30 Puebla,19.003611,-97.888333,1637
43 Hidalgo,20.478333,-98.863611,39 Tabasco,17.972222,-92.588889,1635
02 Baja California,29.95,-115.116667,29 Tamaulipas,24.287222,-98.563333,1634
19 Nuevo León,25.566667,-99.970556,24 Chiapas,16.41,-92.408611,1618
47 Morelos,18.7475,-99.070278,41 Sinaloa,25.002778,-107.502778,1592
04 Campeche,18.836389,-90.403333,4 Baja California,29.95,-115.116667,1582
32 Zacatecas,23.292778,-102.700556,51 Puebla,19.003611,-97.888333,1572
20 Oaxaca,16.898056,-96.414167,28 Durango,24.934722,-104.911944,1570
11 Guanajuato,21.018889,-101.262778,16 Chiapas,16.41,-92.408611,1569
08 Chihuahua,28.814167,-106.439444,24 Morelos,18.7475,-99.070278,1569
06 Colima,19.096667,-103.960833,35 Veracruz de Ignacio de la Llave,19.434722,-96.383056,1569
34 Campeche,18.836389,-90.403333,11 Chihuahua,28.814167,-106.439444,1557
